id,chords
0184,"['Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Cmaj', 'Dmaj', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Amaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Gmaj', 'Amin', 'Gmaj', 'Dmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Bbmaj', 'Cmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Amaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Gmaj', 'Amin', 'Gmaj', 'Dmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Bbmaj', 'Cmaj', 'Gmaj', 'Dmaj', 'Emin', 'Dmaj', 'Cmaj', 'Gmaj', 'Amin', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'Dmaj', 'Cmaj', 'Gmaj', 'Amin', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Gmaj', 'Amin', 'Gmaj', 'Dmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Bbmaj', 'Cmaj', 'Gmaj', 'Dmaj', 'Emin', 'Dmaj', 'Cmaj', 'Gmaj', 'Amin', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'Dmaj', 'Cmaj', 'Gmaj', 'Amin', 'Dmaj', 'Dmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Bbmaj', 'Cmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Emin', 'D', 'Cmaj', 'Dmaj']"
0185,"['Gmaj', 'G7', 'D7', 'D7', 'D7', 'D7', 'Gmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'G7', 'D7', 'D7', 'D7', 'D7', 'Gmaj', 'Cmaj', 'Gmaj', 'G7', 'G', 'Gmaj', 'Cmaj', 'Cmin', 'Gmaj', 'G7', 'Cmaj', 'Cmin', 'A7', 'D7', 'D7', 'Gmaj', 'G7', 'D7', 'D7', 'D7', 'D7', 'Gmaj', 'Cmaj', 'Gmaj', 'G7', 'G', 'Gmaj', 'Cmaj', 'Cmin', 'Gmaj', 'G7', 'Cmaj', 'Cmin', 'A7', 'D7', 'D7', 'Gmaj', 'G7', 'D7', 'D7', 'D7', 'D7', 'Gmaj', 'D7', 'Gmaj', 'D7', 'Gmaj']"
0187,"['Bmaj', 'Bmaj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'F#min', 'C#min', 'Amaj', 'Bmin', 'F#min', 'C#min', 'Amaj', 'Bmin', 'F#min', 'C#min', 'Amaj', 'Bmin', 'Amaj', 'Bmin', 'Cmaj', 'Gmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj', 'Emaj', 'Bmaj', 'F#maj', 'F#maj', 'Emaj', 'Bmaj']"
0188,"['Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'F#min', 'B7', 'Gmaj', 'Amaj', 'Amaj', 'F#min', 'Bmaj', 'Gmaj', 'Gmaj', 'F#min', 'F#min', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'F#min', 'F#min', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'F#min', 'F#min', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'F#min', 'B7', 'Gmaj', 'Amaj', 'Amaj', 'F#min', 'Bmaj', 'Gmaj', 'Gmaj', 'F#min', 'F#min', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'F#min', 'F#min', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'F#min', 'F#min', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'F#min', 'F#min', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'F#min', 'F#min', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Emaj', 'Emaj', 'F#min', 'F#min', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Dmaj', 'Amaj', 'Amaj']"
0190,"['Fmaj7', 'Fmaj7', 'Dmin7', 'Gsus4', 'Cmaj', 'Cmaj', 'Fmaj7', 'Fmaj7', 'Gsus4', 'Gsus4', 'Fmaj7', 'Fmaj7', 'Gsus4', 'G7', 'Cmaj7', 'Cmaj7', 'Cmin7', 'Cmin7', 'Cmaj7', 'Cmaj7', 'Cmin7', 'Cmin7', 'Cmaj7', 'Cmaj7', 'Cmin7', 'C7', 'Fmaj7', 'Fmaj7', 'Dmin7', 'Gsus4', 'Cmaj', 'Cmaj', 'Cmin7', 'Cmin7', 'Dmaj', 'Dbmaj7', 'Cmaj', 'Cmaj', 'Fmaj7', 'Fmaj7', 'Gsus4', 'Gsus4', 'Fmaj7', 'Fmaj7', 'Gsus4', 'G7', 'Cmaj7', 'Cmaj7', 'Cmin7', 'Cmin7', 'Cmaj7', 'Cmaj7', 'Cmin7', 'Cmin7', 'Cmaj7', 'Cmaj7', 'Cmin7', 'C7', 'Fmaj7', 'Fmaj7', 'Dmin7', 'Gsus4', 'Cmaj', 'Cmaj', 'Cmin7', 'Cmin7', 'Dmaj', 'Dbmaj7', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmin7', 'Cmin7', 'Dmaj', 'Dbmaj7', 'Cmaj', 'Cmaj', 'Fmaj7', 'Fmaj7', 'Dmin7', 'Gsus4', 'Cmaj', 'Cmaj', 'Cmin7', 'Cmin7', 'Dmaj', 'Dbmaj7', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmin7', 'Cmin7']"
0191,"['Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Dmin', 'Amin', 'Bbmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Dmin', 'Amin', 'Bbmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Dmin', 'Amin', 'Bbmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Dmin', 'Amin', 'Bbmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Abmaj', 'Dbmaj', 'Cmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Bbmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj']"
0192,"['Cmaj', 'Amin', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin7', 'G', 'Cmaj7', 'Baug', 'Cmaj', 'Ebdim', 'Ebdim', 'Fmaj7', 'Fmaj7', 'D7', 'Dsus4', 'D', 'D7', 'Bbmaj', 'Bbmin', 'Fmaj', 'C', 'D7', 'G', 'G', 'F#7', 'G7', 'G7', 'Cmaj7', 'Baug', 'Cmaj', 'Ebdim', 'Ebdim', 'Fmaj7', 'Fmaj7', 'D7', 'Dsus4', 'D', 'D7', 'Bbmaj', 'Bbmin', 'Fmaj', 'C', 'D7', 'G', 'Csus4', 'C7', 'Fmaj7', 'D', 'G7', 'C7', 'Fmaj', 'Fmaj']"
0193,"['Fmaj', 'Ebmaj', 'Dmaj', 'Ebmaj', 'Dmaj', 'Cmin7', 'Cmin7', 'Bbmaj', 'Ebmaj', 'Fmaj', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Fmaj', 'Ebmaj7', 'D7', 'Ebmaj7', 'Fmaj', 'Gmin7', 'Gmin7', 'Cmin7', 'F7', 'Bbmaj7', 'Gmin7', 'Cmin7', 'D7', 'Gmin', 'Cmin7', 'F7', 'Bbmaj7', 'Gmin7', 'Cmin7', 'D7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Fmaj', 'Ebmaj', 'Dmaj', 'Ebmaj', 'Dmaj', 'Cmin7', 'Cmin7', 'Bbmaj', 'Ebmaj', 'Fmaj', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Fmaj', 'Ebmaj7', 'D7', 'Ebmaj7', 'Fmaj', 'Gmin7', 'Gmin7', 'Cmin7', 'F7', 'Bbmaj7', 'Gmin7', 'Cmin7', 'D7', 'Gmin', 'Cmin7', 'F7', 'Bbmaj7', 'Gmin7', 'Cmin7', 'D7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Cmin7', 'F7', 'Bbmaj7', 'Gmin7', 'Cmin7', 'D7', 'Gmin', 'Cmin7', 'F7', 'Bbmaj7', 'Gmin7', 'Cmin7', 'D7', 'D7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7', 'Gmin7']"
0194,"['Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'C5', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'C5', 'Amaj', 'Amaj', 'Dmaj', 'Amaj', 'E7', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'C5', 'Amaj', 'Amaj', 'Dmaj', 'Amaj', 'E7', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'C5', 'Amaj', 'Amaj', 'Dmaj', 'Amaj', 'E7', 'Amaj', 'Amaj', 'Amaj']"
0195,"['D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'Bmaj', 'Bmaj', 'C#maj', 'Dmaj', 'Dmaj', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min7', 'Bmaj', 'G#maj', 'G#maj', 'Emaj', 'Emaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'C#maj', 'C#maj', 'C#maj', 'C#maj', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min', 'F#min', 'Emaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'C#maj', 'C#maj', 'C#maj', 'C#maj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'C#maj', 'C#maj', 'C#maj', 'C#maj', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'Fmin', 'Bbmin', 'Fmin', 'Fmin', 'Bbmin', 'Fmin', 'Fmin', 'Bbmin', 'Fmin', 'Fmin', 'Bbmin', 'Fmin', 'Fmin', 'Bbmin', 'Fmin', 'Fmin', 'Bbmin', 'Fmin', 'Fmin', 'Bbmin', 'Fmin', 'Fmin', 'Bbmin', 'Fmin', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'D#min', 'G#maj', 'D#min', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min', 'F#min', 'F#min7', 'Bmaj', 'F#min', 'F#min', 'F#min', 'Emaj', 'Bmaj', 'Bmaj', 'Amaj', 'F#maj']"
0196,"['Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Dmaj', 'Dmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'Bbmaj', 'F7', 'F7', 'F7', 'F7', 'Bbmaj', 'Bbmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Emin', 'Dmaj', 'Dmaj']"
0198,"['A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'Bmin', 'Gmaj', 'Bmin', 'Gmaj', 'Bmin', 'Gmaj', 'F#min', 'Gmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Bmin', 'Bmin', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'A5', 'Bmin', 'Gmaj', 'Bmin', 'Gmaj', 'Bmin', 'Gmaj', 'F#min', 'Gmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Bmin', 'Bmin', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Bmin', 'Bmin', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Bmin', 'Bmin', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Bmin', 'Bmin', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj', 'Amaj', 'Gmaj', 'Amaj', 'Dmaj']"
0199,"['Bmaj', 'Bmaj7', 'C#min7', 'F#sus4', 'Bmaj', 'B7', 'Emaj', 'F#maj', 'Emaj', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'F#maj', 'Emaj', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'Emaj', 'F#maj', 'F#maj', 'Emaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'Emin', 'Bmaj', 'Bmaj', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'F#maj', 'Emaj', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'F#maj', 'Emaj', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'Emaj', 'F#maj', 'F#maj', 'Emaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'Emin', 'Bmaj', 'Bmaj', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'Bmaj', 'Emaj', 'Emaj', 'F#maj', 'F#maj', 'Emaj', 'F#maj', 'Bmaj', 'B7', 'Emaj', 'Emin', 'Bmaj', 'Bmaj', 'F#maj', 'Bmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Fmin', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Dmin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Fmin', 'Cmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Amaj', 'D7', 'D7', 'G7', 'G7', 'A7', 'A7', 'Gmaj', 'Amaj', 'Dmaj', 'Dmaj']"
0202,"['Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Gsus4', 'Gsus4', 'Fmaj', 'Fmaj', 'Gsus4', 'Gsus4', 'Fmaj', 'Fmaj', 'Gsus4', 'Gsus4', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Gsus4', 'Gsus4', 'Fmaj', 'Fmaj', 'Gsus4', 'Gsus4', 'Fmaj', 'Fmaj', 'Gsus4', 'Gsus4', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Ebmaj', 'Ebmaj7', 'Eb', 'Ebmaj', 'Cmaj', 'Cmaj', 'Ebmaj', 'Ebmaj7', 'Eb', 'Ebmaj', 'Gsus4', 'G7', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj', 'Gsus4', 'Cmaj', 'Dmaj', 'Fmaj']"
0203,"['Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Cmaj', 'Gmaj', 'Dmaj', 'Cmaj', 'Amaj', 'Dmaj', 'F#min', 'Gmaj', 'Dmaj', 'Dmaj', 'F#min', 'Gmaj', 'Amaj', 'Dmaj', 'F#min', 'Gmaj', 'Amaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Amaj', 'Amaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Cmaj', 'Gmaj', 'Dmaj', 'Cmaj', 'Amaj', 'Dmaj', 'F#min', 'Gmaj', 'Dmaj', 'Dmaj', 'F#min', 'Gmaj', 'Amaj', 'Dmaj', 'F#min', 'Gmaj', 'Amaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Amaj', 'Amaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Cmaj', 'Gmaj', 'Dmaj', 'Cmaj', 'Amaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj']"
